valence,year,acousticness,artists,danceability,duration_ms,energy,explicit,id,instrumentalness,key,liveness,loudness,mode,name,popularity,speechiness,tempo,artists_song
562,2014,43,Eric Church,586,262280,677,0,1TKlBK9cSrM5u4CiL4SETS,936,1,884,-8.343,1,Talladega,66,294,144.001,Eric Church - Talladega
253,2014,132,Christina Perri,439,250707,489,0,1x80xTzSL7pok3M5JC3oJz,643,8,114,-62.860.000.000.000.000,1,human,66,368,143.808,Christina Perri - human
288,2014,524,Kevin Gates,4.920.000.000.000.000,209707,698,1,6HMHgBHdLBQ0QYIaOp2gse,0.0,1,428,-5.606,1,I Don't Get Tired (#IDGT) (feat. August Alsina),65,171,139.953,Kevin Gates - I Don't Get Tired (#IDGT) (feat. August Alsina)
235,2014,591,Slipknot,398,342821,939,0,5hheGdf1cb4rK0FNiedCfK,881,9,357,-2.865,0,The Devil in I,72,648,92.027,Slipknot - The Devil in I
185,2014,168,Future,745,346907,617,1,0joQFwiBKmi6X1Iq5R1ubH,0.0,6,389,-7.22,0,Codeine Crazy,68,144,125.98,Future - Codeine Crazy
426,2014,385,The Weeknd,659,252227,381,0,2PIvq1pGrUjY007X5y1UpM,0.0,2,972,-59.220.000.000.000.000,0,"Earned It (Fifty Shades Of Grey) - From The ""Fifty Shades Of Grey"" Soundtrack",78,304,119.844,"The Weeknd - Earned It (Fifty Shades Of Grey) - From The ""Fifty Shades Of Grey"" Soundtrack"
457,2014,205,Usher,0.87,251989,464,1,7aXuop4Qambx5Oi3ynsKQr,0.0,4,902,-8.337,1,I Don't Mind (feat. Juicy J),69,178,112.974,Usher - I Don't Mind (feat. Juicy J)
0.64,2014,305,Jason Aldean,6.809.999.999.999.990,219160,795,0,5HJqpDspKDKwQpLjvkcIsD,9.41e-06,6,109,-6.652,1,Burnin' It Down,64,49,135.939,Jason Aldean - Burnin' It Down
8.320.000.000.000.000,2014,622,Banda MS de Sergio Lizárraga,7.809.999.999.999.990,190773,5.529.999.999.999.990,0,1O18MtSAMUk7JfAVB8gGzs,1.61e-06,5,832,-4.598,1,Háblame De Ti,72,454,145.06,Banda MS de Sergio Lizárraga - Háblame De Ti
509,2014,652,Saint Motel,613,230773,6.609.999.999.999.990,0,6RKGBcDtgzXx21zUjpeu6F,0.0,9,976,-4.984,1,Cold Cold Man,67,263,110.978,Saint Motel - Cold Cold Man
598,2014,574,Romeo Santos,802,225000,725,0,1iLv1ieT9BZ3qsti9yTCnG,0.0,0,821,-5.965,0,Odio (feat. Drake),72,676,128.04,Romeo Santos - Odio (feat. Drake)
903,2014,401,Romeo Santos,843,250640,7.290.000.000.000.000,0,6I86RF3odBlcuZA9Vfjzeq,1.2e-06,6,206,-3.634,0,Eres Mía,74,374,123.046,Romeo Santos - Eres Mía
6.659.999.999.999.990,2014,511,Cole Swindell,5.760.000.000.000.000,196747,8.490.000.000.000.000,0,0Utg7sirTPqrs6Cx0FbriQ,3.89e-05,9,109,-3.057,1,Chillin' It,65,386,137.982,Cole Swindell - Chillin' It
961,2014,426,Enrique Iglesias,723,243413,777,0,32lm3769IRfcnrQV11LO4E,3.68e-06,7,451,-3.503,1,Bailando - Spanish Version,67,108,91.017,Enrique Iglesias - Bailando - Spanish Version
235,2014,328,Trey Songz,0.67,231907,476,0,5maiP9UMnTSgoxPX8X3bdz,0.0,9,104,-6.252.999.999.999.990,0,Na Na,64,406,96.975,Trey Songz - Na Na
362,2014,776,Night Lovell,625,206472,0.45,1,7Cye3UbCA6UNuDykdCf3AB,217,9,117,-9.985,1,Dark Light,72,311,92.974,Night Lovell - Dark Light
545,2014,113,Brantley Gilbert,474,220200,857,0,0HZUp8fm9fh1Mitqx4CIOr,0.0,7,134,-5.734,1,Bottoms Up,64,435,17.000.599.999.999.900,Brantley Gilbert - Bottoms Up
295,2014,871,Taylor Swift,652,211933,802,0,273dCMFseLcVsoSWx59IoE,6.45e-06,7,148,-6.114,1,Bad Blood,64,181,170.157,Taylor Swift - Bad Blood
838,2014,951,Sam Hunt,514,192160,951,0,3wx2kQWPn9p5UppQbNhPAk,0.0,9,349,-3.813,1,Leave The Night On,65,603,171.96,Sam Hunt - Leave The Night On
452,2014,251,Theory of a Deadman,443,202213,8.440.000.000.000.000,0,2qJkesdHu9sMMVFgkRkqhQ,0.0,11,85,-5.414,0,Angel,68,425,76.001,Theory of a Deadman - Angel
0.3,2014,118,Wiz Khalifa,628,249288,629,1,0odHj0qIf86vHBsXB30IkZ,0.0,6,102,-4.829,0,So High (feat. Ghost Loft),69,485,157.99,Wiz Khalifa - So High (feat. Ghost Loft)
0.85,2014,278,One Direction,5.579.999.999.999.990,199720,916,0,4JaLkM90MJutDAl5jD9BZX,0.0,1,296,-3.145,0,No Control,73,839,142.984,One Direction - No Control
6.409.999.999.999.990,2014,219,The Script,491,245467,885,0,37sINbJZcFdHFAsVNsPq1i,0.0,3,741,-4.121,1,Superheroes,76,395,16.699.200.000.000.000,The Script - Superheroes
542,2014,252,Plan B,897,207627,8.640.000.000.000.000,0,2ctjDCCg1wHoQSjIJ8p6U4,0.0,11,517,-3.735,0,Candy,67,147,95.981,Plan B - Candy
0.87,2014,359,Bryce Vine,6.509.999.999.999.990,204413,835,1,3F0xQdEqmXIbrYbtZ46InQ,0.0,6,118,-5.768,1,Guilty Pleasure,65,464,150.058,Bryce Vine - Guilty Pleasure
5.579.999.999.999.990,2014,647,Idina Menzel,5.529.999.999.999.990,166147,476,0,0Ie5uiv54KgCr7P4sYDTHl,0.0,0,281,-8.869,1,Baby It's Cold Outside (duet with Michael Bublé),70,649,113.401,Idina Menzel - Baby It's Cold Outside (duet with Michael Bublé)
336,2014,734,One Direction,6.779.999.999.999.990,214720,933,0,6AzCBeiDuUXGXjznBufswB,0.0,2,863,-4.959,1,Stockholm Syndrome,72,0.14,120.572,One Direction - Stockholm Syndrome
259,2014,7.490.000.000.000.000,Hozier,531,229720,363,0,5TgEJ62DOzBpGxZ7WRsrqb,0.0,10,112,-76.720.000.000.000.000,1,Work Song,64,608,121.412,Hozier - Work Song
329,2014,242,Vance Joy,596,249382,8.270.000.000.000.000,0,6liNJDyWJjyHAgDnAX95bw,0.0,5,958,-4.402,1,Fire and the Flood,67,372,115.034,Vance Joy - Fire and the Flood
693,2014,212,Nicki Minaj,6.559.999.999.999.990,227560,6.920.000.000.000.000,1,4bBrKDo8rchikwZOtmXbIH,305,1,128,-6.145,0,The Night Is Still Young,64,563,128.016,Nicki Minaj - The Night Is Still Young
165,2014,102,PARTYNEXTDOOR,643,311197,541,1,5wUUWVRvrciJqFitZF8R0P,0.0,2,102,-5.801,1,Recognize (feat. Drake),66,426,119.499,PARTYNEXTDOOR - Recognize (feat. Drake)
525,2014,0.24,David Guetta,596,192560,0.73,0,5b2bu6yyATC1zMXDGScJ2d,0.0,9,325,-4.091,1,"Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack)",63,151,85.979,"David Guetta - Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack)"
0.54,2014,17,Blake Shelton,6.459.999.999.999.990,233480,7.240.000.000.000.000,0,0p1HtkrNYxv0iDfEKwXSTp,1.39e-06,9,153,-6.96,1,Sangria,64,265,115.984,Blake Shelton - Sangria
596,2014,429,Hozier,443,222813,5.329.999.999.999.990,0,2DNXgvkyv35vTWvdgjs7qn,3.66e-06,7,332,-5.956,1,Someone New,65,473,183.791,Hozier - Someone New
484,2014,527,Miranda Lambert,0.68,169587,888,0,6s9m5J92By7jii22Q2XtY2,2.82e-06,9,575,-5.308,1,Somethin' Bad (with Carrie Underwood) - (Duet with Carrie Underwood),64,55,90.076,Miranda Lambert - Somethin' Bad (with Carrie Underwood) - (Duet with Carrie Underwood)
446,2014,506,Chris Brown,7.020.000.000.000.000,244227,629,1,3fBbfrWZUuWWrMQXFISr7N,0.0,1,963,-4.292,1,New Flame (feat. Usher & Rick Ross),68,41,141.967,Chris Brown - New Flame (feat. Usher & Rick Ross)
0.32,2014,262,Mitski,535,149680,448,0,6gpSU2C1VJq0xaVIGtQPVi,1.94e-05,2,115,-9.167,1,Francis Forever,66,279,101.984,Mitski - Francis Forever
348,2014,287,Calvin Harris,414,212960,857,0,07nH4ifBxUB4lZcsf44Brn,574,0,343,-4.078,0,Blame (feat. John Newman),76,808,128.024,Calvin Harris - Blame (feat. John Newman)
379,2014,0.23,One Direction,515,210893,773,0,0L5gFNrzHyh4OhMwEz6DGS,1.29e-06,6,938,-4.848,1,Fool's Gold,71,479,128.001,One Direction - Fool's Gold
762,2014,933,YG,6.729.999.999.999.990,235600,464,1,02pf9lLM8Nb8l4u4ts1GWb,0.0,10,0.21,-6.864,0,My Nigga,68,201,171.043,YG - My Nigga
665,2014,354,Kid Ink,711,217800,508,1,4q6dqyGM25sKFU8nYAGRe4,0.0,7,141,-7.298.999.999.999.990,1,Show Me (feat. Chris Brown),70,494,98.098,Kid Ink - Show Me (feat. Chris Brown)
347,2014,41,ODESZA,7.490.000.000.000.000,262957,745,0,1LeItUMezKA1HdCHxYICed,395,6,748,-7.367.000.000.000.000,0,Say My Name (feat. Zyra),66,479,115.048,ODESZA - Say My Name (feat. Zyra)
269,2014,886,Lee Brice,6.629.999.999.999.990,207347,0.53,0,4QAXLB2Hkx3n7LbOFxD34h,0.0,1,154,-9.763,1,Drinking Class,63,301,109.003,Lee Brice - Drinking Class
752,2014,599,Hippie Sabotage,487,324807,0.68,0,6ZT3coOj97F6CVvruPtnox,339,7,144,-8.497,0,Your Soul,65,408,94.46,Hippie Sabotage - Your Soul
0.47,2014,191,ODESZA,6.829.999.999.999.990,160000,481,0,7jZHUhAmW5oq1cq6s8IxmK,736,8,907,-9.174,0,Sun Models (feat. Madelyn Grant),66,75,120.001,ODESZA - Sun Models (feat. Madelyn Grant)
599,2014,0.28,J. Cole,516,288200,738,1,4Tjh34RS4ACZ6f6srlDBg8,0.0,11,621,-7.209,1,Fire Squad,65,414,17.542.700.000.000.000,J. Cole - Fire Squad
4.370.000.000.000.000,2014,151,Dan + Shay,589,186253,7.040.000.000.000.000,0,4W38RXuQNuoTSwVsQA1OGC,0.0,4,67,-4.772,1,Nothin' Like You,64,303,84.956,Dan + Shay - Nothin' Like You
352,2014,266,Coldplay,738,285014,482,0,23khhseCLQqVMCIT1WMAns,621,6,106,-8.917,0,Magic,73,402,93.457,Coldplay - Magic
949,2014,542,Lana Del Rey,404,351640,664,1,1NZs6n6hl8UuMaX0UC0YTz,402,1,0.11,-6.698,1,Brooklyn Baby,70,407,107.747,Lana Del Rey - Brooklyn Baby
506,2014,526,James Bay,715,238747,715,0,7tmtOEDxPN7CWaQWBsG1DY,0.0,5,936,-7.364,1,Hold Back The River,64,904,134.923,James Bay - Hold Back The River
515,2014,459,Spoon,621,301960,0.62,0,7qCZgvV98j6RjUULW1s1it,162,0,771,-4.721,1,Inside Out,62,293,176.016,Spoon - Inside Out
8.490.000.000.000.000,2014,113,Ed Sheeran,8.059.999.999.999.990,219840,608,0,1huvTbEYtgltjQRXzrNKGi,0.0,1,635,-7.007.999.999.999.990,1,Don't,72,659,95.049,Ed Sheeran - Don't
5.820.000.000.000.000,2014,0.15,Jacquees,725,291500,552,1,3BFrR2hemusNSuiuNWXUqO,0.0,11,214,-7.369,0,Come Thru,64,475,111.996,Jacquees - Come Thru
0.76,2014,182,Florida Georgia Line,458,218867,976,0,46ZfPS5VpSQVU5gb82hg3K,0.0,0,193,-3.791,1,Anything Goes,63,459,154.007,Florida Georgia Line - Anything Goes
0.52,2014,689,Wiz Khalifa,7.170.000.000.000.000,224933,862,1,1ULa3GfdMKs0MfRpm6xVlu,0.0,8,321,-47.360.000.000.000.000,1,We Dem Boyz,67,54,13.002.100.000.000.000,Wiz Khalifa - We Dem Boyz
168,2014,812,Nicki Minaj,391,268000,604,1,2bkyTJ4bAnc8a5ly3dg9DX,5.18e-06,2,443,-8.104,1,Pills N Potions,62,212,169.658,Nicki Minaj - Pills N Potions
104,2014,813,Mitski,443,278640,545,0,1Ac5BDsGUMQ3tsW2vnc52x,137,0,202,-8.196,1,First Love / Late Spring,65,273,99.914,Mitski - First Love / Late Spring
233,2014,302,I Prevail,4.370.000.000.000.000,240928,863,0,2ZiJidFdQ30nVJEP4u44l3,0.0,11,144,-5.28,0,Blank Space,65,941,194.073,I Prevail - Blank Space
59,2014,922,Eminem,6.890.000.000.000.000,320627,735,1,77Ft1RJngppZlq59B6uP0z,72,2,365,-4.545,1,Lose Yourself,64,267,171.403,Eminem - Lose Yourself
337,2015,678,The Neighbourhood,588,260173,521,0,5E30LdtzQTGqRvNd7l6kG5,149,10,123,-9.461,1,Daddy Issues,86,329,85.012,The Neighbourhood - Daddy Issues
785,2015,115,Tame Impala,0.64,216320,0.74,1,6K4t31amVTZDgR3sKmwUJJ,678,4,1.669.999.999.999.990,-4.083,1,The Less I Know The Better,85,284,116.879,Tame Impala - The Less I Know The Better
512,2015,205,Chris Stapleton,392,293293,0.37,0,3fqwjXwUGN6vbzIwvyFMhx,96,9,821,-10.888,1,Tennessee Whiskey,79,298,48.718,Chris Stapleton - Tennessee Whiskey
0.1,2015,969,Lord Huron,545,208212,366,0,0QZ5yyl6B6utIWkxeBDxQN,267,2,6.409.999.999.999.990,-9.51,1,The Night We Met,76,378,8.699.700.000.000.000,Lord Huron - The Night We Met
1.369.999.999.999.990,2015,671,The Weeknd,585,242253,564,1,7fBv7CLKzipRk6EC6TWHOB,0.0,0,135,-7.063,0,The Hills,83,515,113.003,The Weeknd - The Hills
189,2015,223,Bryson Tiller,765,198293,356,1,3pXF1nA74528Edde4of9CC,0.0,11,963,-5.556,0,Don't,79,195,96.991,Bryson Tiller - Don't
446,2015,612,Melanie Martinez,0.68,179867,7.290.000.000.000.000,1,4DpNNXFMMxQEKl7r0ykkWA,0.0,5,224,-5.077,1,Play Date,85,475,123.97,Melanie Martinez - Play Date
276,2015,107,Bryson Tiller,525,194613,433,1,43PuMrRfbyyuz4QpZ3oAwN,0.0,6,135,-10.598,1,Exchange,78,185,160.108,Bryson Tiller - Exchange
0.4,2015,418,Thomas Rhett,595,227427,389,0,5kNe7PE09d6Kvw5pAsx23n,1.39e-06,2,116,-9.245,1,Die A Happy Man,75,349,16.605.200.000.000.000,Thomas Rhett - Die A Happy Man
315,2015,611,blackbear,0.63,245172,0.5,1,6y6jbcPG4Yn3Du4moXaenr,4.04e-05,1,114,-8.755,0,idfc,80,611,144.871,blackbear - idfc
0.19,2015,0.47,Mac Miller,843,208080,435,1,6GnhWMhgJb7uyiiPEiEkDA,0.0,8,147,-8.442,1,Weekend (feat. Miguel),76,178,120.058,Mac Miller - Weekend (feat. Miguel)
0.19,2015,324,$uicideBoy$,753,145078,679,1,5XAPpyIoYF3QXP34Hv8Pvx,"4,21E+11",5,423,-70.920.000.000.000.000,0,Kill Yourself (Part III),79,349,105.977,$uicideBoy$ - Kill Yourself (Part III)
648,2015,462,Twenty One Pilots,7.340.000.000.000.000,202333,637,0,3CRDbSIZ4r5MsZ0YwxuEkn,2.29e-05,4,602,-56.770.000.000.000.000,0,Stressed Out,84,141,169.977,Twenty One Pilots - Stressed Out
123,2015,187,Rae Sremmurd,6.890.000.000.000.000,212947,564,1,1Ser4X0TKttOvo8bgdytTP,0.0,2,721,-6.226,1,Come Get Her,77,136,185.023,Rae Sremmurd - Come Get Her
0.56,2015,359,Fall Out Boy,393,228360,858,0,04aAxqtGp5pv12UXAg4pkq,0.0,4,102,-28.680.000.000.000.000,0,Centuries,81,729,176.042,Fall Out Boy - Centuries
395,2015,362,Big Sean,8.240.000.000.000.000,284387,733,1,7FYH5AW3bVfZHJIQpq3UOA,0.0,1,325,-5.474,1,I Don't Fuck With You,75,613,97.972,Big Sean - I Don't Fuck With You
5.660.000.000.000.000,2015,835,Twenty One Pilots,645,214507,713,0,2Z8WuEywRWYTKe1NybPQEW,0.0,6,113,-5.355,1,Ride,81,393,7.498.899.999.999.990,Twenty One Pilots - Ride
574,2015,531,Cody Jinks,502,229928,685,0,0SF38KDlXNLJAxbYyOMnCy,1.61e-06,0,923,-5.847,0,Loud and Heavy,73,283,81.978,Cody Jinks - Loud and Heavy
604,2015,213,Jeremih,418,238320,7.240.000.000.000.000,0,0PJIbOdMs3bd5AT8liULMQ,0.0,5,112,-3.724,1,oui,75,964,78.521,Jeremih - oui
552,2015,522,Leslie Odom Jr.,609,236738,435,0,4TTV7EcfroSLWzXRY6gLv6,0.0,11,118,-78.610.000.000.000.000,0,Alexander Hamilton,75,285,131.995,Leslie Odom Jr. - Alexander Hamilton
603,2015,256,Fetty Wap,618,196693,7.170.000.000.000.000,1,5NQbUaeTEOGdD6hHcre0dZ,0.0,7,625,-5.738,1,679 (feat. Remy Boyz),77,318,190.05,Fetty Wap - 679 (feat. Remy Boyz)
616,2015,147,Morgan Wallen,517,212850,877,0,1yj1ZztSGITJ5Nf4mfH92c,0.0,4,208,-3.621,1,Spin You Around,72,297,150.004,Morgan Wallen - Spin You Around
451,2015,285,Alessia Cara,573,230227,7.390.000.000.000.000,0,0prNGof3XqfTvNDxHonvdK,0.0,0,111,-5.74,1,Scars To Your Beautiful,73,129,97.085,Alessia Cara - Scars To Your Beautiful
352,2015,194,A$AP Rocky,598,238307,252,1,4S7YHmlWwfwArgd8LfSPud,133,2,992,-15.086,1,L$D,76,644,120.064,A$AP Rocky - L$D
8.170.000.000.000.000,2015,244,Fetty Wap,746,222093,873,1,2d8JP84HNLKhmd6IYOoupQ,0.0,7,354,-3.803,1,Trap Queen,74,128,148.075,Fetty Wap - Trap Queen
211,2015,0.56,Cavetown,8.109.999.999.999.990,226073,266,0,7s8VgA8OjvwBUuigKzEGBx,1.05e-06,7,962,-12.478,1,This Is Home,76,406,13.004.399.999.999.900,Cavetown - This Is Home
283,2015,369,Wiz Khalifa,6.890.000.000.000.000,229526,481,0,2JzZzZUQj3Qff7wapcbKjc,1.03e-06,10,649,-7.502.999.999.999.990,1,See You Again (feat. Charlie Puth),82,815,80.025,Wiz Khalifa - See You Again (feat. Charlie Puth)
312,2015,113,Travis Scott,402,339067,526,1,51EC3I1nQXpec4gDk0mQyP,8.33e-06,9,105,-67.410.000.000.000.000,0,90210 (feat. Kacy Hill),75,904,81.404,Travis Scott - 90210 (feat. Kacy Hill)
515,2015,835,Justin Bieber,609,233720,378,0,50kpGaPAhYJ3sGmk6vplg0,0.0,4,0.28,-9.828,1,Love Yourself,82,438,100.418,Justin Bieber - Love Yourself
568,2015,0.15,Lin-Manuel Miranda,698,333154,649,1,4cxvludVmQxryrnx1m9FqL,0.0,8,903,-6.763.999.999.999.990,1,My Shot,74,415,180.466,Lin-Manuel Miranda - My Shot
131,2015,767,Travis Scott,713,262693,526,1,1wHZx0LgzFHyeIZkUydNXq,148,1,124,-5.046,1,Antidote,77,32,131.05,Travis Scott - Antidote
417,2015,0.4,Meghan Trainor,0.63,225053,0.53,0,2YlZnw2ikdb837oKMKjBkW,0.0,0,177,-7.258.999.999.999.990,1,Like I'm Gonna Lose You (feat. John Legend),80,434,108.038,Meghan Trainor - Like I'm Gonna Lose You (feat. John Legend)
354,2015,875,Rihanna,5.820.000.000.000.000,188238,272,0,78TTtXnFQPzwqlbtbwqN0y,0.0,2,0.13,-5.662.000.000.000.000,1,FourFiveSeconds,79,501,205.846,Rihanna - FourFiveSeconds
501,2015,0.12,Cavetown,5.760.000.000.000.000,179955,759,0,0vf2eBw2inhl8y61cYQMv2,0.0,3,121,-8.165,1,Devil Town,76,599,99.969,Cavetown - Devil Town
519,2015,124,Leslie Odom Jr.,5.429.999.999.999.990,193750,473,0,7EqpEBPOohgk7NnKvBGFWo,4.04e-06,6,922,-9.638,1,Wait for It,74,157,8.653.399.999.999.990,Leslie Odom Jr. - Wait for It
583,2015,113,The Weeknd,705,213520,769,0,22VdIZQfgXJea34mQxlt81,0.0,9,105,-5.526,0,Can't Feel My Face,79,425,107.949,The Weeknd - Can't Feel My Face
196,2015,725,$uicideBoy$,8.490.000.000.000.000,111020,648,1,4irYeuAi87yyGHcI4h9s0x,592,7,984,-6.188,1,Paris,76,832,106.075,$uicideBoy$ - Paris
0.41,2015,797,Justin Bieber,654,200787,0.76,0,09CtPGIpYB4BrO8qb1RGsF,0.0,0,299,-3.669,0,Sorry,82,45,99.945,Justin Bieber - Sorry
713,2015,222,The Weeknd,5.720.000.000.000.000,249040,631,1,4PhsKqMdgMEUSstTDAmMpg,0.0,7,135,-9.836,0,Often,77,476,134.078,The Weeknd - Often
815,2015,673,Kodak Black,943,165291,595,1,34oWbFBfGEElvgO0a5c9V4,0.0,5,839,-8.372,0,No Flockin',71,191,117.532,Kodak Black - No Flockin'
528,2015,272,Lin-Manuel Miranda,6.459.999.999.999.990,156631,439,0,6dr7ekfhlbquvsVY8D7gyk,0.0,7,945,-10.837,1,"Aaron Burr, Sir",73,818,160.387,"Lin-Manuel Miranda - Aaron Burr, Sir"
601,2015,229,Beach House,508,320467,792,0,7H0ya83CMmgFcOhw0UB6ow,124,0,145,-7.311,0,Space Song,70,297,147.067,Beach House - Space Song
187,2015,67,$uicideBoy$,526,205766,0.62,1,70nmZhHZLNVYWP4NON41Zw,241,8,139,-7.244,0,Runnin' Thru The 7th With My Woadies,74,281,112.027,$uicideBoy$ - Runnin' Thru The 7th With My Woadies
595,2015,109,One Direction,0.73,192120,703,0,2K87XMYnUMqLcX3zvtAF4G,0.0,0,657,-56.720.000.000.000.000,0,Drag Me Down,81,369,138.113,One Direction - Drag Me Down
0.74,2015,215,Flo Rida,688,192191,7.020.000.000.000.000,0,6Knv6wdA0luoMUuuoYi2i1,0.0,7,128,-4.792,0,My House,76,499,94.006,Flo Rida - My House
758,2015,291,Rae Sremmurd,732,206307,0.69,1,4jTiyLlOJVJj3mCr7yfPQD,0.0,0,116,-4.992,0,This Could Be Us,74,134,143.072,Rae Sremmurd - This Could Be Us
5.579.999.999.999.990,2015,742,Kendrick Lamar,7.959.999.999.999.990,219333,7.659.999.999.999.990,1,3iVcZ5G6tvkXZkZKlMpIUs,0.0,7,827,-5.974,1,Alright,73,238,110.034,Kendrick Lamar - Alright
386,2015,392,Jeremih,856,266840,527,1,0Dc7J9VPV4eOInoxUiZrsL,0.0,2,0.11,-5.225,1,Don't Tell 'Em,75,997,98.052,Jeremih - Don't Tell 'Em
5.770.000.000.000.000,2015,462,Tame Impala,602,467587,8.809.999.999.999.990,0,2X485T9Z5Ly0xyaghN73ed,266,1,111,-5.875,0,Let It Happen,76,443,125.012,Tame Impala - Let It Happen
383,2015,399,Leslie Odom Jr.,0.72,127578,6.659.999.999.999.990,0,7m9XR7FquXLP1FewdAcNS9,0.0,7,844,-6.914,1,Guns and Ships,72,328,138.03,Leslie Odom Jr. - Guns and Ships
416,2015,0.7,Jeremih,688,240320,556,1,08zJpaUQVi9FrKv2e32Bah,1.87e-06,6,108,-7.737.999.999.999.990,1,Planez,72,264,129.336,Jeremih - Planez
298,2015,392,Cage The Elephant,0.47,225973,623,0,5n0CTysih20NYdT2S0Wpe8,453,0,992,-5.655,1,Trouble,73,302,77.861,Cage The Elephant - Trouble
6.759.999.999.999.990,2015,438,One Direction,0.64,177973,6.809.999.999.999.990,0,5dONhl6aXFuN86UBdayF6W,0.0,6,166,-5.362,1,Olivia,78,334,118.062,One Direction - Olivia
6.559.999.999.999.990,2015,559,Drake,852,205879,5.529.999.999.999.990,1,27GmP9AWRs744SzKcpJsTZ,0.0,1,332,-7.286,1,Jumpman,74,187,142.079,Drake - Jumpman
0.29,2015,345,Bryson Tiller,5.429.999.999.999.990,249320,449,0,5rgrBsAFYMun6yhtnLKRPz,0.0,1,157,-8.065,1,Right My Wrongs,72,463,132.609,Bryson Tiller - Right My Wrongs
291,2015,679,Trey Songz,733,197854,408,0,4NYwy0R3NdvORX2B6OZXBT,3.92e-05,7,0.11,-7.834,0,Slow Motion,73,388,94.947,Trey Songz - Slow Motion
478,2015,8.220.000.000.000.000,Colter Wall,5.670.000.000.000.000,192480,311,0,3Ozx6IrGdoQyAworJzvBDE,0.23,2,0.11,-14.464,0,Sleeping on the Blacktop,70,455,83.11,Colter Wall - Sleeping on the Blacktop
441,2015,211,Leslie Odom Jr.,0.77,385438,482,0,7qfoq1JFKBUEIvhqOHzuqX,0.0,6,223,-9.529,1,Non-Stop,72,351,91.994,Leslie Odom Jr. - Non-Stop
382,2015,186,G-Eazy,757,251467,672,1,40YcuQysJ0KlGQTeGUosTC,0.0,0,158,-6.524,0,"Me, Myself & I",76,955,111.996,"G-Eazy - Me, Myself & I"
0.49,2015,272,Tame Impala,0.47,363240,809,0,52ojopYMUzeNcudsoz7O9D,671,8,491,-6.74,1,"New Person, Same Old Mistakes",73,495,151.836,"Tame Impala - New Person, Same Old Mistakes"
472,2015,419,Kodak Black,773,241659,516,1,3XoMtVDuIbmMQ9UKSShXti,0.0,9,753,-12.366,0,Already,70,181,120.001,Kodak Black - Already
605,2015,967,Chris Stapleton,642,253200,762,0,5jROdl6MhcmP3O7h2sVgtw,"5,72E+10",6,182,-7.411,1,Parachute,70,296,113.038,Chris Stapleton - Parachute
326,2015,919,Sam Smith,468,219536,0.19,0,64GRDrL1efgXclrhVCeuA0,0.0,4,107,-11.138,1,Lay Me Down,76,373,125.319,Sam Smith - Lay Me Down
808,2015,6.940.000.000.000.000,Olivia OBrien,657,189000,355,0,0jllH0usRFD4LJkJnGK9Lf,427,7,123,-12.044,1,Complicated,77,714,74.99,Olivia OBrien - Complicated
755,2015,151,Shawn Mendes,752,206880,754,0,5jsw9uXEGuKyJzs0boZ1bT,0.0,1,486,-6.684,1,Stitches,73,615,149.789,Shawn Mendes - Stitches
383,2015,177,Lin-Manuel Miranda,0.68,321697,413,1,3nJYcY9yvKP8Oi2Ml8brXt,0.0,8,205,-9.41,1,Right Hand Man,71,4.920.000.000.000.000,158.576,Lin-Manuel Miranda - Right Hand Man
274,2015,346,Major Lazer,723,176561,809,0,1Lim1Py7xBgbAkAys3AGAG,123,7,565,-30.810.000.000.000.000,0,Lean On,72,625,98.007,Major Lazer - Lean On
5.720.000.000.000.000,2015,197,Sia,399,216120,787,0,2s1sdSqGcKxpPr5lCl7jAV,6.07e-05,1,685,-2.88,1,Chandelier,70,499,117.089,Sia - Chandelier
406,2015,405,The Weeknd,659,277680,291,1,4frLb7nWtsz2ymBE6k2GRP,0.0,2,771,-8.275,0,Earned It (Fifty Shades Of Grey),71,348,119.829,The Weeknd - Earned It (Fifty Shades Of Grey)
625,2015,835,Lin-Manuel Miranda,494,91981,237,0,0NJWhm3hUwIZSy5s0TGJ8q,0.0,4,648,-10.579,1,The Story of Tonight,71,517,95.219,Lin-Manuel Miranda - The Story of Tonight
397,2015,214,NF,0.51,270453,643,0,5DHQKZCOZhGNTbYBCekWx0,3.22e-06,0,101,-6.602,1,Paralyzed,75,485,13.008.100.000.000.000,NF - Paralyzed
395,2015,509,Rihanna,7.809.999.999.999.990,219306,728,1,0NTMtAO2BV4tnGvw9EgBVq,1.94e-06,1,257,-4.981,1,Bitch Better Have My Money,76,621,102.99,Rihanna - Bitch Better Have My Money
274,2015,907,Leslie Odom Jr.,598,184004,221,0,2sEq2rC3ynYsT49x7utWnd,4.19e-05,9,723,-10.484.000.000.000.000,1,Dear Theodosia,71,303,106.771,Leslie Odom Jr. - Dear Theodosia
376,2015,282,Chris Young,575,197280,845,0,0H04yVa3DJxoXbLBpAb7iV,0.0,10,814,-3.838,1,I'm Comin' Over,69,35,127.997,Chris Young - I'm Comin' Over
489,2015,589,Kendrick Lamar,884,234693,657,1,0N3W5peJUQtI4eyR6GJT5O,0.0,6,154,-4.569,0,King Kunta,74,977,107.059,Kendrick Lamar - King Kunta
