mode,genres,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,key
0,classical piano trio,9.805.555.555.555.550,27.240.000.000.000.000,38.075.566.666.666.600,6.782.222.222.222.220,5.077.777.777.777.770,13.335.555.555.555.500,-27.231.666.666.666.600,39.933.333.333.333.300,9.018.511.111.111.110,19.821.111.111.111.100,35.555.555.555.555.500,7
1,classical saxophone,5.259.927.999.999.990,28.667.999.999.999.900,338286.28,4.424.799.999.999.990,337.012,1.974,-1.534.988,452,13.424.688,31.811.599.999.999.900,43.92,5
1,classical soprano,9.536.146.818.070.800,3.059.581.084.696.730,28.556.688.711.556.700,1.638.240.997.654.840,1.092.629.977.442.810,23.229.614.103.154.200,-19.184.382.980.407.800,6.966.313.486.842.460,10.224.678.593.605.100,16.919.136.868.347.100,16.182.741.234.853.100,2
1,classical tenor,9.152.100.087.167.120,321.427.402.791.198,30.260.870.316.288.600,19.896.188.710.302.600,14.050.122.732.032.900,2.254.516.582.759.330,-1.782.950.766.065.980,6.434.578.627.424.410,10.049.198.079.262.400,21.245.511.335.328.000,1.766.170.963.565.690,2
1,classical trumpet,9.346.919.191.919.190,3.954.545.454.545.450,16.605.387.373.737.300,21.975.858.585.858.500,7.340.080.808.080.800,2.565.560.606.060.600,-17.986.646.464.646.400,58.787.878.787.878.700,11.876.837.373.737.300,3.918.656.565.656.560,25.691.919.191.919.100,3
1,classify,6.603.037.499.999.990,524.760.702.614.379,2.442.161.888.888.880,3.475.884.150.326.790,4.845.055.105.637.250,14.195.404.411.764.700,-12.826.087.254.901.900,8.035.285.947.712.410,10.604.812.442.810.400,4.207.882.352.941.170,4.338.161.764.705.880,9
1,clawhammer banjo,9.675,528,187023.5,2.795,30.800.207,2.285,-124.625,703,14.083.350.000.000.000,4.155,6.0,9
1,clean comedy,7.644.885.015.741.830,5.671.226.780.794.960,25.928.840.170.208.500,6.708.889.118.457.300,61.280.368.826.249.500,7.115.127.164.502.160,-12.971.273.534.041.700,8.004.096.369.539.550,1.064.018.292.601.330,397.590.974.025.974,28.888.872.491.145.200,8
1,cleveland metal,16.085.146.428.571.400,4.407.142.857.142.850,231443.25,9.141.428.571.428.570,16.406.537.142.857.100,13.195.714.285.714.200,-5.270.464.285.714.280,10.336.071.428.571.400,12.011.117.857.142.800,3.309.714.285.714.280,4.407.142.857.142.850,11
1,coco,5.669,6.834,197352.3,8.295,"7,00E+09",30.721,-62.752.000.000.000.000,5.441,931.757,9.366,30.7,9
1,collage pop,24.947.666.666.666.600,648.625,196.458.125,7.225.416.666.666.660,3.340.975,28.558.124.999.999.900,-83.854.375,1.202.125,1.432.227.916.666.660,5.208.125,4.802.083.333.333.330,10
0,college a cappella,214,5.770.000.000.000.000,154147.0,525,0.0,103,-71.960.000.000.000.000,225,113.055,0.41,49.0,9
1,colombian hip hop,1.030.065,7.077.500.000.000.000,276760.75,8.295,18.875,97.575,-61.135,2.287,14.612.675.000.000.000,7.465,29.5,4
1,colombian pop,3.208.960.124.449.520,7.208.163.447.015.090,22.330.730.479.965.700,6.690.302.820.097.030,21.102.590.931.345.500,15.449.719.616.911.300,-639.156.051.340.812,7.527.494.190.390.650,1.204.326.090.274.660,6.866.928.888.233.570,6.373.855.681.074.240,9
1,colombian rock,3.108.478.666.666.660,7.152.333.333.333.330,28.019.060.666.666.600,7.419.866.666.666.660,15.100.730.713.333.300,14.386.800.000.000.000,-74.985.800.000.000.000,49.636,11.417.180.666.666.600,8.044.399.999.999.990,42.72,4
1,columbus ohio indie,1.008,5.422.500.000.000.000,198846.5,7.435,4.556.375,3.625,-62.735,38.675,1.209.195,7.785,42.0,11
1,comedy,6.879.529.106.705.650,538.918.122.113.635,27.372.361.337.452,7.009.283.092.289.810,3.897.528.865.174.330,6.387.749.510.404.430,-10.987.202.227.965.900,6.511.498.314.534.430,10.365.348.243.217.300,4.042.325.125.663.540,360.808.077.946.596,6
1,comedy rap,17.141.110.294.117.600,7.495.500.700.280.110,2.296.296.230.742.290,6.642.260.154.061.620,20.165.120.448.179.200,14.089.866.946.778.700,-7.832.769.782.913.160,21.199.614.845.938.300,12.059.939.793.417.300,7.117.739.845.938.370,4.735.276.610.644.250,7
1,comedy rock,5.864.254.810.181.190,6.824.861.949.956.850,13.931.950.970.664.300,44.857.204.486.626.300,43.768.443.105.047.400,17.632.804.141.501.200,-10.219.570.966.350.300,888.287.532.355.479,1.085.972.161.345.980,5.152.176.445.211.380,44.373.166.522.864.500,0
1,comic,4.600.600.384.821.820,5.961.291.744.166.480,2.269.199.792.654.950,6.815.126.311.429.180,20.492.180.704.171.500,3.917.627.823.463.400,-8.962.224.930.956.450,33.030.936.378.371.000,11.769.800.261.930.000,5.495.130.978.203.510,39.920.858.092.613.600,7
1,comic metal,10.010.318.377.015.700,5.210.775.850.611.370,2.189.602.877.348.040,8.059.968.877.370.190,119.315.827.652.955,2.960.611.803.340.420,-6.305.347.188.995.210,1.133.538.703.925.210,11.745.492.279.704.900,4.561.874.889.243.310,4.730.986.399.078.500,2
1,commons,5.539.999.999.999.990,6.955,211033.5,3.694.500.000.000.000,418.001.295,396,-110.985,1.469,130.691,5.765,27.0,2
1,complextro,4.831.505.176.282.050,5.966.813.141.025.640,25.246.794.312.499.900,7.980.870.993.589.740,6.401.391.722.451.920,2.898.765.240.384.610,-4.595.855.496.794.870,12.342.545.993.589.700,12.521.556.480.769.200,3.342.636.618.589.740,5.534.386.217.948.710,11
1,compositional ambient,7.621.014.181.151.160,3.310.402.758.176.980,320.323.323.315.824,23.610.345.706.865.100,7.168.549.878.023.260,13.467.702.133.124.900,-1.961.135.415.881.120,44.639.972.338.433.900,10.876.797.000.963.300,20.179.850.224.896.400,4.502.034.070.395.190,2
0,concepcion indie,355,482,236472.0,7.859.999.999.999.990,0.0,472,-4.166,343,107.837,7.829.999.999.999.990,65.0,9
0,concert band,9.428.484.848.484.840,2.906.060.606.060.600,428.825.606.060.606,1.987.151.515.151.510,8.197.277.387.878.780,529,-1.885.909.090.909.090,4.864.545.454.545.450,16.065.051.515.151.500,2.544.242.424.242.420,4.666.666.666.666.660,2
1,connecticut hardcore,7.831.208.333.333.330,4.221.527.777.777.770,13.603.805.555.555.500,9.192.222.222.222.220,8.945.474.999.999.990,13.763.333.333.333.300,-5.492.680.555.555.550,8.934.305.555.555.550,13.381.062.500.000.000,43.290.277.777.777.700,3.854.166.666.666.660,11
1,connecticut indie,9.535,6.785,183609.5,6.785.000.000.000.000,1.232,17.600.000.000.000.000,-4.956,522,1.250.205,1.965,47.0,7
1,conscious hip hop,21.400.981.969.240.700,6.834.578.222.217.780,2.546.000.374.732.510,693.839.950.361.473,32.919.474.305.862.900,2.296.041.540.358.370,-7.620.762.689.097.170,2.534.480.746.853.170,10.952.236.130.189.200,5.875.076.843.644.340,4.577.652.087.803.520,1
1,contemporary choir,987,15.565,254533.0,2.395,8.915.000.000.000.000,968,-29.108,451,6.916.649.999.999.990,4.755,46.5,1
1,contemporary classical,8.829.552.647.442.160,25.193.886.282.176.600,37.648.080.107.934.100,12.838.397.283.317.000,5.969.065.610.262.300,12.690.730.042.359.000,-26.068.679.191.104.600,4.832.941.593.352.880,9.782.587.030.384.490,17.250.352.598.566.300,24.940.986.477.680.000,7
0,contemporary classical piano,9.515.339.285.714.280,3.382.642.857.142.850,4.786.554.267.857.140,7.829.407.142.857.140,5.368.124.733.571.420,1.965.758.928.571.420,-3.093.705.357.142.850,7.954.357.142.857.140,821.374.125,2.529.394.642.857.140,318.125,4
1,contemporary country,21.926.316.417.102.200,5.848.078.535.879.220,21.583.516.872.619.700,6.795.653.866.968.080,22.255.776.686.042.100,17.815.926.072.874.100,-6.342.750.112.737.220,51.970.071.015.348.500,12.459.991.596.764.100,5.373.311.692.899.860,54.700.477.103.375.500,7
1,contemporary folk,54.585,55.875,230.279.875,3.508,"4,34E-02",313.925,-1.295.775,35.237.500.000.000.000,126.789.375,563,34.5,0
1,contemporary gospel,3.410.632.705.627.700,5.012.825.517.075.510,3.497.351.297.138.040,6.453.178.287.638.280,2.759.056.192.760.940,3.565.543.068.783.060,-8.777.409.167.869.170,8.941.643.482.443.480,11.815.842.116.883.100,505.357.858.104.858,33.336.575.276.575.200,1
1,contemporary jazz,7.699.685.646.051.840,4.333.181.473.213.500,3.551.842.421.019.690,2.651.661.457.649.570,5.583.294.694.248.700,14.823.188.816.612.900,-17.487.227.693.041.000,470.832.529.866.805,1.140.883.911.916.240,3.147.248.475.493.430,3.790.998.036.306.320,5
1,contemporary post-bop,7.487.669.793.494.670,4.871.706.842.041.130,3.550.615.030.054.520,31.872.892.981.571.900,416.557.109.200.104,1.776.109.707.183.280,-1.555.831.597.631.620,5.718.772.726.510.750,11.156.167.303.661.700,4.497.654.332.890.640,24.715.163.562.813.300,5
1,contemporary vocal jazz,8.035.278.567.342.790,5.469.785.257.399.340,23.465.305.156.709.600,26.636.288.659.832.800,2.565.786.119.420.070,14.439.722.633.564.100,-13.581.222.430.933.400,3.925.895.146.008.960,1.099.221.661.775.840,3.674.024.414.416.360,4.529.454.563.960.720,8
1,contrabass,8.847.916.666.666.660,3.177.083.333.333.330,326.081.375,19.073.125,7.800.833.333.333.330,10.876.041.666.666.600,-19.988.854.166.666.600,3.758.541.666.666.660,8.959.899.999.999.990,20.166.041.666.666.600,408.125,2
1,cool jazz,7.735.773.749.210.680,5.120.331.459.524.290,3.249.008.318.331.060,30.198.814.941.371.800,3.863.339.221.686.360,1.835.277.541.935.490,-1.526.346.648.894.850,55.050.789.418.526.600,11.203.622.701.871.600,490.094.876.686.348,20.266.626.255.303.900,5
1,copla,7.060.290.760.869.560,5.294.736.714.975.840,20.447.653.701.690.800,3.285.069.746.376.810,883.828.008.272.947,15.026.434.178.743.900,-11.350.091.062.801.900,10.981.218.599.033.800,12.068.775.416.666.600,53.927.288.647.343,23.802.475.845.410.600,3
1,cornish folk,957,532,207907.0,132,0.0,832,-19.486,261,176.025,0.83,42.0,2
0,cornwall indie,437,391,218773.0,0.63,115,113,-67.639.999.999.999.900,274,174.04,134,43.0,3
1,corrido,3.915.598.753.616.790,7.013.186.937.990.850,20.144.932.424.698.500,6.341.055.104.161.840,1.505.609.354.242.380,1.501.325.843.059.000,-6.376.205.829.674.240,6.587.760.802.404.430,12.470.644.233.925.600,8.192.388.725.665.350,53.757.761.166.124.800,7
1,corridos cristianos,0.13,8.809.999.999.999.990,221179.0,741,5.76e-05,844,-3.995,688,100.041,0.75,36.0,10
0,corridos tumbados,3.529.143.360.251.910,7.067.780.935.021.530,19.750.486.745.526.900,6.261.385.391.413.340,12.338.573.449.561.300,1.428.468.878.747.670,-7.559.996.959.070.700,5.142.798.640.221.630,11.528.830.141.214.300,7.619.101.898.047.890,632.360.710.855.315,7
1,corrosion,325.872.175,4.598.833.333.333.330,28.506.340.833.333.300,7.450.083.333.333.320,4.655.689.600.000.000,22.924.000.000.000.000,-1.109.516.666.666.660,4.066.666.666.666.660,141.772.475,5.106,38.025,9
1,cosmic american,5.402.523.118.333.120,5.018.458.083.770.300,21.264.892.840.241.800,4.882.929.008.043.890,12.312.645.612.432.900,1.850.643.106.197.980,-11.923.982.647.214.200,52.075.794.121.736.900,11.640.430.707.449.300,5.909.829.355.295.390,3.008.135.530.188.730,9
1,cosmic post-rock,1.773,3.033.333.333.333.330,368369.0,4.160.000.000.000.000,6.203.333.333.333.330,1.373.333.333.333.330,-11.161,3.266.666.666.666.660,11.480.733.333.333.300,56.533.333.333.333.300,3.866.666.666.666.660,2
1,country,3.171.068.021.770.890,589.586.373.933.353,21.390.740.094.147.200,58.915.757.133.936,16.325.767.739.376.900,17.344.549.913.100.600,-8.585.564.386.269.310,45.589.977.646.613.100,1.224.546.646.595.800,5.707.950.392.325.250,44.317.245.424.231.800,7
1,country blues,7.971.580.057.416.390,6.038.307.848.950.590,21.130.589.454.192.600,32.942.125.544.320.700,9.586.193.816.503.740,19.701.994.463.531.700,-12.897.442.284.370.100,6.591.138.323.117.520,11.150.227.376.627.300,5.876.279.669.037.370,2.291.026.566.275.160,2
1,country boogie,7.686.026.541.764.240,7.258.684.621.389.540,1.532.545.534.738.480,4.238.329.430.132.700,14.130.124.617.876.600,17.484.348.165.495.700,-10.710.885.245.901.600,1.066.921.155.347.380,13.864.249.336.455.800,860.720.843.091.335,11.163.934.426.229.500,7
1,country dawn,3.037.051.099.771.830,5.726.957.107.186.060,22.754.890.624.289.200,6.016.969.784.021.410,2.939.465.974.801.180,17.119.674.655.480.000,-7.505.113.667.665.130,47.350.657.458.664.200,12.330.268.816.310.400,4.991.781.229.641.240,44.373.496.597.242.300,7
1,country gospel,6.919.977.998.257.160,5.712.384.905.118.610,16.457.719.955.669.200,4.262.316.446.221.150,21.009.030.871.231.300,2.008.838.014.519.060,-1.097.126.777.421.500,625.882.696.103.285,11.298.610.929.328.200,6.315.325.854.964.230,23.398.396.077.460.600,2
1,country pop,20.116.769.243.069.500,5.811.005.018.421.730,21.041.763.130.836.800,6.885.565.228.658.620,3.691.937.896.810.850,16.931.385.520.709.400,-6.054.353.965.105.430,4.519.775.652.445.350,12.304.507.923.800.400,5.552.326.849.245.510,5.742.765.665.954.430,7
1,country rap,1.520.074.657.297.720,7.055.355.050.107.510,24.182.241.131.554.900,6.919.264.710.905.770,28.396.562.586.638.600,186.231.582.225.046,-6.512.374.331.157.360,13.127.313.823.514.600,11.795.295.292.221.800,5.126.250.811.456.850,5.368.186.367.949.250,11
1,country road,23.857.155.930.918.600,5.804.152.928.520.720,2.204.427.783.233.270,6.571.183.738.954.770,18.726.731.058.170.100,1.816.143.402.013.130,-6.881.845.711.283.290,4.987.980.822.828.470,12.487.918.738.790.700,5.363.711.924.016.900,49.196.370.582.739.400,7
1,country rock,3.601.398.325.385.800,5.626.379.483.851.130,23.510.724.219.919.900,5.369.717.002.543.430,5.239.606.935.872.360,2.005.569.428.158.980,-11.140.793.799.498.600,48.922.009.049.517.800,12.149.687.659.204.900,6.144.155.888.818.440,3.648.718.341.013.260,7
1,coverchill,931,657,176200.0,306,0.0,16.399.999.999.999.900,-11.425.999.999.999.900,246,93.775,0.75,0.0,0
1,cowboy western,7.133.555.194.517.170,5.875.946.851.933.140,1.729.344.964.023.700,3.866.112.144.556.780,69.055.550.531.198.700,15.425.636.660.562.600,-12.183.369.117.128.000,582.211.541.597.133,11.951.025.683.107.200,5.748.799.181.053.210,28.925.744.553.266.400,8
1,cowpunk,18.328.450.915.997.600,5.729.742.936.304.950,2.077.053.526.158.620,6.777.194.470.207.250,6.268.894.383.084.910,24.109.619.266.212.600,-10.475.273.390.370.600,62.058.869.293.536.800,12.818.115.503.842.500,6.762.126.446.230.660,343.314.818.458.041,7
1,crack rock steady,10.630.222.222.222.200,5.881.388.888.888.880,22.301.427.777.777.700,8.587.500.000.000.000,17.625.155.555.555.500,40.158.333.333.333.300,-5.066.083.333.333.330,12.624.444.444.444.400,11.488.525,5.026.888.888.888.880,4.405.555.555.555.550,10
1,croatian folk,778,322,241520.0,5.660.000.000.000.000,101,366,-5.181,324,97.191,282,0.0,2
1,croatian pop,3.488.583.333.333.330,5.615.833.333.333.330,23.198.420.833.333.300,709.875,6.507.208.333.333.330,11.825,-6.202.041.666.666.660,4.736.666.666.666.660,12.417.316.666.666.600,5.448.333.333.333.330,40.875,7
1,croatian rock,3.488.583.333.333.330,5.615.833.333.333.330,23.198.420.833.333.300,709.875,6.507.208.333.333.330,11.825,-6.202.041.666.666.660,4.736.666.666.666.660,12.417.316.666.666.600,5.448.333.333.333.330,40.875,7
1,crossover thrash,858.076.959.864.865,3.220.467.027.027.020,21.228.967.843.843.800,907.590.915.915.916,23.077.124.973.498.400,19.483.995.045.045.000,-8.386.302.762.762.760,9.744.003.153.153.150,12.595.130.371.621.600,36.682.097.747.747.700,35.017.672.672.672.600,4
1,crunk,825.934.578.426.423,7.605.768.014.291.920,2.618.589.466.855.610,7.154.428.794.972.540,68.667.672.974.144.100,21.714.253.022.550.000,-61.046.276.337.391.800,1.953.755.748.016.780,12.187.445.468.876.100,573.626.141.998.552,4.682.129.024.121.610,1
1,crust punk,2.612.327.343.589.740,31.516.843.304.843.300,15.113.866.552.706.500,903.249.715.099.715,1.659.885.735.071.220,22.167.482.905.982.900,-9.381.741.025.641.020,13.040.764.957.264.900,12.532.825.128.205.100,3.813.956.695.156.690,29.967.948.717.948.700,9
1,cuarteto,26.950.250.000.000.000,6.677.500.000.000.000,282666.5,74.925,8.1e-07,184.575,-6.981,55.525,11.646.125,782,54.0,9
1,cuatro venezolano,6.367.380.952.380.950,6.386.904.761.904.760,2.114.419.047.619.040,5.337.619.047.619.040,"1,51E+11",15.083.809.523.809.500,-8.832.309.523.809.520,6.260.238.095.238.090,12.768.890.476.190.400,8.321.190.476.190.470,36.0,7
0,cuban alternative,3.011,7.395,265400.0,7.819.999.999.999.990,143,16.605,-7.775.500.000.000.000,317,1.360.665,8.079.999.999.999.990,45.5,11
1,cuban rumba,6.619.073.120.915.030,584.984.477.124.183,2.334.337.351.919.930,5.544.276.960.784.310,2.670.616.761.540.030,16.897.694.035.947.700,-10.355.154.309.640.500,8.678.373.161.764.700,11.660.900.755.718.900,7.644.435.253.267.970,18.644.097.222.222.200,10
1,cubaton,3.665.319.444.444.440,6.746.388.888.888.880,23.402.395.833.333.300,6.702.916.666.666.660,"4,12E+11",15.304.166.666.666.600,-5.367.444.444.444.440,958.222.222.222.222,9.437.286.111.111.100,6.976.111.111.111.110,5.266.666.666.666.660,7
1,cumbia,3.086.138.120.247.910,7.088.605.154.189.820,2.151.755.941.394.160,6.340.141.119.432.300,11.925.866.595.973.600,13.139.603.642.257.800,-6.830.386.545.951.500,7.012.765.369.038.530,11.841.597.641.456.200,8.241.042.766.501.230,4.088.709.409.393.040,7
1,cumbia andina mexicana,4.013,69.588,233978.46,62.174,17.216.411.999.999.900,123.634,-690.188,56.590.000.000.000.000,13.325.406,8.571.799.999.999.990,51.74,9
1,cumbia chilena,17.150.000.000.000.000,7.886.666.666.666.660,24.259.766.666.666.600,777,"4,59E-02",12.481.666.666.666.600,-4.843.999.999.999.990,4.711.666.666.666.660,9.578.083.333.333.330,8.880.000.000.000.000,54.0,7
1,cumbia colombiana regia,2.475.810.714.285.710,7.376.535.714.285.710,23.356.794.642.857.100,6.820.535.714.285.710,7.428.864.275.000.000,12.464.517.857.142.800,-6.156.530.357.142.850,8.633.017.857.142.850,11.035.229.107.142.800,8.593.928.571.428.570,3.834.464.285.714.280,11
0,cumbia ecuatoriana,3.627.980.769.230.760,7.247.307.692.307.690,2.150.212.019.230.760,6.888.942.307.692.300,14.936.351.846.153.800,32.049.038.461.538.400,-6.677.028.846.153.840,5.337.884.615.384.610,11.700.625,8.553.365.384.615.380,22.115.384.615.384.600,5
0,cumbia funk,845,6.940.000.000.000.000,398733.5,722,4.475,2.125,-10.395.999.999.999.900,5.045,121.241,8.180.000.000.000.000,37.5,1
1,cumbia lagunera,3.669.492.500.000.000,7.557.732.142.857.140,233.459.825,6.449.767.857.142.850,6.981.960.717.857.140,1.586.901.428.571.420,-7.075.308.928.571.420,13.518.285.714.285.700,13.093.813.571.428.500,7.460.260.714.285.710,44.951.785.714.285.700,7
1,cumbia paraguaya,2.025,7.911.666.666.666.660,22.324.866.666.666.600,8.290.000.000.000.000,9.4e-06,16.216.666.666.666.600,-4.522,6.471.666.666.666.660,11.096.133.333.333.300,8.360.000.000.000.000,57.5,7
1,cumbia peruana,78.825,5.125,325083.25,455,45.634,145.675,-946.375,46.475,9.742.299.999.999.990,527,26.5,3
1,cumbia pop,6.735,7.605,21.551.983.333.333.300,6.911.666.666.666.660,"1,30E+11",3.115,-47.828.333.333.333.300,966,13.897.383.333.333.300,8.238.333.333.333.330,6.333.333.333.333.330,11
1,cumbia ranchera,7.006.491.228.070.170,658.719.298.245.614,1.954.457.543.859.640,4.844.912.280.701.750,11.996.826.350.877.100,15.356.315.789.473.600,-9.516.631.578.947.360,56.694.736.842.105.200,10.409.440.350.877.100,7.224.035.087.719.290,19.438.596.491.228.000,3
1,cumbia salvadorena,19.847.185.185.185.100,7.505.246.913.580.240,26.608.555.555.555.500,6.225.555.555.555.550,3.952.805.111.111.110,14.130.123.456.790.100,-7.615.314.814.814.810,54.441.975.308.641.900,1.200.232.839.506.170,8.767.098.765.432.090,4.357.407.407.407.400,8
0,cumbia santafesina,147,0.86,244507.0,682,931,225,-9.046,406,123.829,0.98,60.0,11
1,cumbia sonidera,2.731.382.080.645.240,6.992.269.034.865.700,2.325.991.927.581.400,6.396.381.003.358.000,1.450.956.426.305.570,14.854.933.180.841.700,-71.891.621.692.704.200,6.911.077.027.060.980,12.961.844.932.030.700,8.124.084.331.545.270,5.007.733.372.539.520,7
